"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DCT3MXBD","journalArticle","2016","Lippi, Marco","Statistical Relational Learning for Game Theory","IEEE Transactions on Computational Intelligence and AI in Games","","1943-0698","10.1109/TCIAIG.2015.2490279","https://ieeexplore.ieee.org/document/7297840/","In this paper, we motivate the use of models and algorithms from the area of Statistical Relational Learning (SRL) as a framework for the description and the analysis of games. SRL combines the powerful formalism of first-order logic with the capability of probabilistic graphical models in handling uncertainty in data and representing dependencies between random variables: for this reason, SRL models can be effectively used to represent several categories of games, including games with partial information, graphical games and stochastic games. Inference algorithms can be used to approach the opponent modeling problem, as well as to find Nash equilibria or Pareto optimal solutions. Structure learning algorithms can be applied, in order to automatically extract probabilistic logic clauses describing the strategies of an opponent with a high-level, human-interpretable formalism. Experiments conducted using Markov logic networks, one of the most used SRL frameworks, show the potential of the approach.","2016-12","2025-11-04 08:56:57","2025-11-04 09:53:22","2025-11-04 08:56:54","412-425","","4","8","","","","","","","","","","","","","","","IEEE Xplore","","","","/home/paqh/Zotero/storage/XGTLZIB6/Lippi - 2016 - Statistical Relational Learning for Game Theory.pdf","","","Game theory; Games; Graphical models; Inference algorithms; Machine learning; Markov random fields; probabilistic logic; Probabilistic logic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LS96QFLL","conferencePaper","2023","Lv, Mingze; Liu, Jiaqi; Guo, Bin; Ding, Yasan; Zhang, Yun; Yu, Zhiwen","Inducing Coordination in Multi-Agent Repeated Game through Hierarchical Gifting Policies","2023 IEEE 20th International Conference on Mobile Ad Hoc and Smart Systems (MASS)","","","10.1109/MASS58611.2023.00041","https://ieeexplore.ieee.org/document/10298392/","Coordination, i.e., multiple autonomous agents in a system to achieve a common goal, is critical for distributed systems since it can increase the overall reward among all agents. However, The dynamic environment and selfish agents pose challenges to learning coordination behavior from historical interaction data in a long-term interaction environment. Previous works mostly focus on one-shot or short-term distributed agent interaction environments, which often leads to selfish or lazy behavior in long-term interaction environments, i.e., prioritizing individual optimal strategies over cooperative strategies. This behavior is mainly due to the lack of historical memory or incomplete use of historical interaction data to guide the current interaction strategy. In this paper, we propose a hierarchical peer-rewarding mechanism, hierarchical gifting, that allows each agent to dynamically assign some of their rewards to other agents based on historical interaction data and guide the agents towards more coordinated behavior while ensuring that agents remain selfish and decentralized. Specifically, we first propose an auxiliary opponent modeling task so that agents can infer opponents’ types through historical interaction trajectories. In addition, we design a hierarchical gifting strategy that dynamically changes during execution based on known opponents’ types. We employ a theoretical framework that captures the benefit of hierarchical gifting in converging to the coordinated behavior by characterizing the equilibria’s basins of attraction in a dynamical system. With hierarchical gifting, we demonstrate increased coordinated behavior of different risk, general-sum coordination games to the prosocial equilibrium both via numerical analysis and experiments.","2023-09","2025-11-04 08:56:57","2025-11-04 09:58:54","2025-11-04 08:56:57","279-287","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2155-6814","","/home/paqh/Zotero/storage/XTZ33ETF/Lv et al. - 2023 - Inducing Coordination in Multi-Agent Repeated Game through Hierarchical Gifting Policies.pdf","","Autonomous agents; Coordinated behavior; Coordination; Distributed systems; Dynamic environments; Dynamical systems; Game theory; Hierarchical systems; Interaction environment; Learning systems; Long-term interaction; Multi agent; Multi agent systems; Multi-agent reinforcement learning; Reinforcement learning; Repeated games; Risk assessment; Selfish Agents","Behavioral sciences; Game Theory; Games; Multi-agent Reinforcement Learning; Multi-agent Systems; Numerical analysis; Task analysis; Trajectory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 IEEE 20th International Conference on Mobile Ad Hoc and Smart Systems (MASS)","","","","","","","","","","","","","","",""
"284G37M8","journalArticle","2013","Stone, Peter; Kaminka, Gal A.; Kraus, Sarit; Rosenschein, Jeffrey S.; Agmon, Noa","Teaching and leading an ad hoc teammate: Collaboration without pre-coordination","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/j.artint.2013.07.003","https://www.sciencedirect.com/science/article/pii/S0004370213000696","As autonomous agents proliferate in the real world, both in software and robotic settings, they will increasingly need to band together for cooperative activities with previously unfamiliar teammates. In such ad hoc team settings, team strategies cannot be developed a priori. Rather, an agent must be prepared to cooperate with many types of teammates: it must collaborate without pre-coordination. This article defines two aspects of collaboration in two-player teams, involving either simultaneous or sequential decision making. In both cases, the ad hoc agent is more knowledgeable of the environment, and attempts to influence the behavior of its teammate such that they will attain the optimal possible joint utility.","2013","2025-11-04 09:41:47","2025-11-04 09:41:47","","35-65","","","203","","","","","","","","","","","","","","","","","","","","","-armed bandits; Autonomous agents; Game theory; Multiagent systems; Teamwork","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6MD5PXE","journalArticle","2010","Gal, Ya'akov; Grosz, Barbara; Kraus, Sarit; Pfeffer, Avi; Shieber, Stuart","Agent decision-making in open mixed networks","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/j.artint.2010.09.002","https://www.sciencedirect.com/science/article/pii/S0004370210001451","Computer systems increasingly carry out tasks in mixed networks, that is in group settings in which they interact both with other computer systems and with people. Participants in these heterogeneous human–computer groups vary in their capabilities, goals, and strategies; they may cooperate, collaborate, or compete. The presence of people in mixed networks raises challenges for the design and the evaluation of decision-making strategies for computer agents. This paper describes several new decision-making models that represent, learn and adapt to various social attributes that influence people's decision-making and presents a novel approach to evaluating such models. It identifies a range of social attributes in an open-network setting that influence people's decision-making and thus affect the performance of computer-agent strategies, and establishes the importance of learning and adaptation to the success of such strategies. The settings vary in the capabilities, goals, and strategies that people bring into their interactions. The studies deploy a configurable system called Colored Trails (CT) that generates a family of games. CT is an abstract, conceptually simple but highly versatile game in which players negotiate and exchange resources to enable them to achieve their individual or group goals. It provides a realistic analogue to multi-agent task domains, while not requiring extensive domain modeling. It is less abstract than payoff matrices, and people exhibit less strategic and more helpful behavior in CT than in the identical payoff matrix decision-making context. By not requiring extensive domain modeling, CT enables agent researchers to focus their attention on strategy design, and it provides an environment in which the influence of social factors can be better isolated and studied.","2010","2025-11-04 09:41:47","2025-11-04 09:41:47","","1460-1480","","18","174","","","","","","","","","","","","","","","","","","","","","Human–Computer decision-making; Negotiation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S5QG792A","journalArticle","2020","Doshi, Prashant; Gmytrasiewicz, Piotr; Durfee, Edmund","Recursively modeling other agents for decision making: A research perspective","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/j.artint.2019.103202","https://www.sciencedirect.com/science/article/pii/S000437021930027X","Individuals exhibit theory of mind, attributing beliefs, intent, and mental states to others as explanations of observed actions. Dennett's intentional stance offers an analogous abstraction for computational agents seeking to understand, explain, or predict others' behaviors. These recognized theories provide a formal basis to ongoing investigations of recursive modeling. We review and situate various frameworks for recursive modeling that have been studied in game- and decision- theories, and have yielded methods useful to AI researchers. Sustained attention given to these frameworks has produced new analyses and methods with an aim toward making recursive modeling practicable. Indeed, we also review some emerging uses and the insights these yielded, which are indicative of pragmatic progress in this area. The significance of these frameworks is that higher-order reasoning is critical to correctly recognizing others' intent or outthinking opponents. Such reasoning has been utilized in academic, business, military, security, and other contexts both to train and inform decision-making agents in organizational and strategic contexts, and also to more realistically predict and best respond to other agents' intent.","2020","2025-11-04 09:41:48","2025-11-04 09:41:48","","103202","","","279","","","","","","","","","","","","","","","","","","","","","Decision theory; Game theory; Hierarchical beliefs; Multiagent systems; Recursive modeling; Theory of mind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LR7LW8VE","journalArticle","2016","Pereira, Gonçalo; Prada, Rui; Santos, Pedro A.","Integrating social power into the decision-making of cognitive agents","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/j.artint.2016.08.003","https://www.sciencedirect.com/science/article/pii/S0004370216300868","Social power is a pervasive feature with acknowledged impact in a multitude of social processes. However, despite its importance, common approaches to social power interactions in multi-agent systems are rather simplistic and lack a full comprehensive view of the processes involved. In this work, we integrated a comprehensive model of social power dynamics into a cognitive agent architecture based on an operationalization of different bases of social power inspired by theoretical background research in social psychology. The model was implemented in an agent framework that was subsequently used to generate the behavior of virtual characters in an interactive virtual environment. We performed a user study to assess users' perceptions of the agents and found evidence supporting both the social power capabilities provided by the model and their value for the creation of believable and interesting scenarios. We expect that these advances and the collected evidence can be used to support the development of agent systems with an enriched capacity for social agent simulation.","2016","2025-11-04 09:41:48","2025-11-04 09:41:48","","1-44","","","241","","","","","","","","","","","","","","","","","","","","","Autonomous agents; Behavior expressiveness; Cognitive architecture; Social intelligence; Social power","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N8SFC4BF","journalArticle","2025","Oswald, Yannick","Artificial Utopia: Simulation and artificially intelligent agents for exploring Utopian and democratized futures","Futures","","0016-3287","https://doi.org/10.1016/j.futures.2025.103695","https://www.sciencedirect.com/science/article/pii/S0016328725001570","Prevailing top-down systems in politics and economics struggle to keep pace with the pressing challenges of the 21st century, such as climate change, social inequality and conflict. Bottom-up democratization and participatory approaches in politics and economics are increasingly seen as promising alternatives to confront and overcome these issues, often with ‘utopian’ overtones, as proponents believe they may dramatically reshape political, social and ecological futures for the better and in contrast to contemporary authoritarian tendencies across various countries. Institutional specifics and the associated collective human behavior or culture remains little understood and debated, however. In this article, I propose a novel research agenda focusing on ‘utopian’ democratization efforts with formal and computational methods as well as with artificial intelligence – I call this agenda ‘Artificial Utopia’. Artificial Utopias provide safe testing grounds for new political ideas and economic policies ‘in-silico’ with reduced risk of negative consequences as compared to testing ideas in real-world contexts. An increasing number of advanced simulation and intelligence methods, that aim at representing human cognition and collective decision-making in more realistic ways, could benefit this process. This includes agent-based modeling, reinforcement learning, large language models and more. I clarify what some of these simulation approaches can contribute to the study of Artificial Utopias with the help of two institutional examples; the citizen assembly and the democratic firm. Finally, I discuss open questions and future research directions related to the broader Artificial Utopia agenda.","2025","2025-11-04 09:41:48","2025-11-04 09:41:48","","103695","","","174","","","","","","","","","","","","","","","","","","","","","Artificial intelligence; Computational simulation; Democratization; Future studies; Political economy; Utopia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YXYVL3TA","journalArticle","1991","Radner, Roy","Dynamic games in organization theory","Journal of Economic Behavior & Organization","","0167-2681","https://doi.org/10.1016/0167-2681(91)90049-4","https://www.sciencedirect.com/science/article/pii/0167268191900494","","1991","2025-11-04 09:41:48","2025-11-04 09:41:48","","217-260","","1","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5X5NWWI3","journalArticle","2023","Kenton, Zachary; Kumar, Ramana; Farquhar, Sebastian; Richens, Jonathan; MacDermott, Matt; Everitt, Tom","Discovering agents","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/j.artint.2023.103963","https://www.sciencedirect.com/science/article/pii/S0004370223001091","Causal models of agents have been used to analyse the safety aspects of machine learning systems. But identifying agents is non-trivial – often the causal model is just assumed by the modeller without much justification – and modelling failures can lead to mistakes in the safety analysis. This paper proposes the first formal causal definition of agents – roughly that agents are systems that would adapt their policy if their actions influenced the world in a different way. From this we derive the first causal discovery algorithm for discovering the presence of agents from empirical data, given a set of variables and under certain assumptions. We also provide algorithms for translating between causal models and game-theoretic influence diagrams. We demonstrate our approach by resolving some previous confusions caused by incorrect causal modelling of agents.","2023","2025-11-04 09:41:48","2025-11-04 09:41:48","","103963","","","322","","","","","","","","","","","","","","","","","","","","","Artificial intelligence; Causality; Game theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WBJ8EMYL","journalArticle","2015","Juvina, Ion; Lebiere, Christian; Gonzalez, Cleotilde","Modeling trust dynamics in strategic interaction","Journal of Applied Research in Memory and Cognition","","2211-3681","https://doi.org/10.1016/j.jarmac.2014.09.004","https://www.sciencedirect.com/science/article/pii/S2211368114000813","We present a computational cognitive model that explains transfer of learning across two games of strategic interaction – Prisoner's Dilemma and Chicken. We summarize prior research showing that, when these games are played in sequence, the experience acquired in the first game influences the players’ behavior in the second game. The same model accounts for human data in both games. The model explains transfer effects with the aid of a trust mechanism that determines how rewards change depending on the dynamics of the interaction between players. We conclude that factors pertaining to the game or the individual are insufficient to explain the whole range of transfer effects and factors pertaining to the interaction between players should be considered as well.","2015","2025-11-04 09:41:48","2025-11-04 09:41:48","","197-211","","3","4","","","","","","","","","","","","","","","","","","","","","Cognitive modeling; Social Dilemmas; Strategic interaction; Transfer of learning; Trust dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RA5WD3VC","journalArticle","2013","Weerd, Harmen de; Verbrugge, Rineke; Verheij, Bart","How much does it help to know what she knows you know? An agent-based simulation study","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/j.artint.2013.05.004","https://www.sciencedirect.com/science/article/pii/S0004370213000441","In everyday life, people make use of theory of mind by explicitly attributing unobservable mental content such as beliefs, desires, and intentions to others. Humans are known to be able to use this ability recursively. That is, they engage in higher-order theory of mind, and consider what others believe about their own beliefs. In this paper, we use agent-based computational models to investigate the evolution of higher-order theory of mind. We consider higher-order theory of mind across four different competitive games, including repeated single-shot and repeated extensive form games, and determine the advantage of higher-order theory of mind agents over their lower-order theory of mind opponents. Across these four games, we find a common pattern in which first-order and second-order theory of mind agents clearly outperform opponents that are more limited in their ability to make use of theory of mind, while the advantage for deeper recursion to third-order theory of mind is limited in comparison.","2013","2025-11-04 09:41:48","2025-11-04 09:41:48","","67-92","","","199-200","","","","","","","","","","","","","","","","","","","","","Agent-based models; Evolution of theory of mind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRSY3ZVS","journalArticle","2020","Crandall, Jacob W.","When autonomous agents model other agents: An appeal for altered judgment coupled with mouths, ears, and a little more tape","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/j.artint.2019.103219","https://www.sciencedirect.com/science/article/pii/S0004370219300396","Agent modeling has rightfully garnered much attention in the design and study of autonomous agents that interact with other agents. However, despite substantial progress to date, existing agent-modeling methods too often (a) have unrealistic computational requirements and data needs; (b) fail to properly generalize across environments, tasks, and associates; and (c) guide behavior toward inefficient (myopic) solutions. Can these challenges be overcome? Or are they just inherent to a very complex problem? In this reflection, I argue that some of these challenges may be reduced by, first, modeling alternative processes than what is often modeled by existing algorithms and, second, considering more deeply the role of non-binding communication signals. Additionally, I believe that progress in developing autonomous agents that effectively interact with other agents will be enhanced as we develop and utilize a more comprehensive set of measurement tools and benchmarks. I believe that further development of these areas is critical to creating autonomous agents that effectively model and interact with other agents.","2020","2025-11-04 09:41:48","2025-11-04 09:41:48","","103219","","","280","","","","","","","","","","","","","","","","","","","","","Agent modeling; Autonomous agents; Multi-agent systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRMJQMYS","journalArticle","1997","Kraus, Sarit","Negotiation and cooperation in multi-agent environments","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/S0004-3702(97)00025-8","https://www.sciencedirect.com/science/article/pii/S0004370297000258","Automated intelligent agents inhabiting a shared environment must coordinate their activities. Cooperation—not merely coordination—may improve the performance of the individual agents or the overall behavior of the system they form. Research in Distributed Artificial Intelligence (DAI) addresses the problem of designing automated intelligent systems which interact effectively. DAI is not the only field to take on the challenge of understanding cooperation and coordination. There are a variety of other multi-entity environments in which the entities coordinate their activity and cooperate. Among them are groups of people, animals, particles, and computers. We argue that in order to address the challenge of building coordinated and collaborated intelligent agents, it is beneficial to combine AI techniques with methods and techniques from a range of multi-entity fields, such as game theory, operations research, physics and philosophy. To support this claim, we describe some of our projects, where we have successfully taken an interdisciplinary approach. We demonstrate the benefits in applying multi-entity methodologies and show the adaptations, modifications and extensions necessary for solving the DAI problems","1997","2025-11-04 09:41:48","2025-11-04 09:41:48","","79-97","","1","94","","","","","","","","","","","","","","","","","","","","","Cooperation; Distributed Artificial Intelligence; Multi-agent systems; Negotiation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4VMXUSLF","journalArticle","1992","Canning, David","Average behavior in learning models","Journal of Economic Theory","","0022-0531","https://doi.org/10.1016/0022-0531(92)90045-J","https://www.sciencedirect.com/science/article/pii/002205319290045J","We examine a general class of adaptive behavior models in which the distant past has only a weak effect on current actions, and assume that agents sometimes make mistakes, to show that average behavior (averaged over time) converges, with probability one, to a unique limit. Mistakes generate global convergence and are an equilibrium selection device; for small mistake probabilities the equilibrium selected is close to an equilibrium of the model without mistakes. The overlapping generations model, and learning in games with bounded memory, fit into this framework and are examined as examples of the result.","1992","2025-11-04 09:41:48","2025-11-04 09:41:48","","442-472","","2","57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZPMAA238","journalArticle","1996","Kraus, Sarit","An overview of incentive contracting","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/0004-3702(95)00059-3","https://www.sciencedirect.com/science/article/pii/0004370295000593","Agents may contract some of their tasks to other agents even when they do not share a common goal. An agent may try to contract some of the tasks that it cannot perform by itself, or that may be performed more efficiently by other agents. One self-motivated agent may convince another self-motivated agent to help it with its task, by promises of rewards, even if the agents are not assumed to be benevolent. We propose techniques that provide efficient ways for agents to make incentive contracts in varied situations: when agents have full information about the environment and each other, or when agents do not know the exact state of the world. We consider situations of repeated encounters, cases of asymmetric information, situations where the agents lack information about each other, and cases where an agent subcontracts a task to a group of agents. Situations in which there is competition among possible contractor agents or possible manager agents are also considered. In all situations we assume that the contractor can choose a level of effort when carrying out the task and we would like the contractor to carry out the task efficiently without the need of close observation by the manager.","1996","2025-11-04 09:41:48","2025-11-04 09:41:48","","297-346","","2","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A77T3Q9S","journalArticle","2025","Gómez, Alejandra López de Aberasturi; Sierra, Carles; Sabater-Mir, Jordi","Grounded predictions of teamwork as a one-shot game: A multiagent multi-armed bandits approach","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/j.artint.2025.104307","https://www.sciencedirect.com/science/article/pii/S0004370225000268","Humans possess innate collaborative capacities. However, effective teamwork often remains challenging. This study delves into the feasibility of collaboration within teams of rational, self-interested agents who engage in teamwork without the obligation to contribute. Drawing from psychological and game theoretical frameworks, we formalise teamwork as a one-shot aggregative game, integrating insights from Steiner's theory of group productivity. We characterise this novel game's Nash equilibria and propose a multiagent multi-armed bandit system that learns to converge to approximations of such equilibria. Our research contributes value to the areas of game theory and multiagent systems, paving the way for a better understanding of voluntary collaborative dynamics. We examine how team heterogeneity, task typology, and assessment difficulty influence agents' strategies and resulting teamwork outcomes. Finally, we empirically study the behaviour of work teams under incentive systems that defy analytical treatment. Our agents demonstrate human-like behaviour patterns, corroborating findings from social psychology research.","2025","2025-11-04 09:41:49","2025-11-04 09:41:49","","104307","","","341","","","","","","","","","","","","","","","","","","","","","Aggregative games; Cooperative AI; Group productivity theory; Multiagent multi-armed bandits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5RWB9S2M","journalArticle","2007","Sandholm, Tuomas","Perspectives on multiagent learning","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/j.artint.2007.02.004","https://www.sciencedirect.com/science/article/pii/S0004370207000525","I lay out a slight refinement of Shoham et al.'s taxonomy of agendas that I consider sensible for multiagent learning (MAL) research. It is not intended to be rigid: senseless work can be done within these agendas and additional sensible agendas may arise. Within each agenda, I identify issues and suggest directions. In the computational agenda, direct algorithms are often more efficient, but MAL plays a role especially when the rules of the game are unknown or direct algorithms are not known for the class of games. In the descriptive agenda, more emphasis should be placed on establishing what classes of learning rules actually model learning by multiple humans or animals. Also, the agenda is, in a way, circular. This has a positive side too: it can be used to verify the learning models. In the prescriptive agendas, the desiderata need to be made clear and should guide the design of MAL algorithms. The algorithms need not mimic humans' or animals' learning. I discuss some worthy desiderata; some from the literature do not seem well motivated. The learning problem is interesting both in cooperative and noncooperative settings, but the concerns are quite different. For many, if not most, noncooperative settings, future work should increasingly consider the learning itself strategically. Lower bounds cut across the agendas. They can be derived on the computational complexity and on the number of interactions needed.","2007","2025-11-04 09:41:49","2025-11-04 09:41:49","","382-391","","7","171","","","","","","","","","","","","","","","","","","","","","Game theory; Learning in games; Multiagent learning; Reinforcement learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B5SGFILF","journalArticle","2007","Monderer, Dov; Tennenholtz, Moshe","Learning equilibrium as a generalization of learning to optimize","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/j.artint.2007.01.002","https://www.sciencedirect.com/science/article/pii/S0004370207000069","We argue that learning equilibrium is an appropriate generalization to multi-agent systems of the concept of learning to optimize in single-agent setting. We further define and discuss the concept of weak learning equilibrium.","2007","2025-11-04 09:41:49","2025-11-04 09:41:49","","448-452","","7","171","","","","","","","","","","","","","","","","","","","","","Learning; Learning equilibrium; Machine learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ALNEEUZ","journalArticle","2007","Chang, Yu-Han","No regrets about no-regret","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/j.artint.2006.12.007","https://www.sciencedirect.com/science/article/pii/S0004370207000045","No-regret is described as one framework that game theorists and computer scientists have converged upon for designing and evaluating multi-agent learning algorithms. However, Shoham, Powers, and Grenager also point out that the framework has serious deficiencies, such as behaving sub-optimally against certain reactive opponents. But all is not lost. With some simple modifications, regret-minimizing algorithms can perform in many of the ways we wish multi-agent learning algorithms to perform, providing safety and adaptability against reactive opponents. We argue that the research community should have no regrets about no-regret methods.","2007","2025-11-04 09:41:49","2025-11-04 09:41:49","","434-439","","7","171","","","","","","","","","","","","","","","","","","","","","Game theory; Multi-agent learning; Regret-minimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6EV27PQ9","journalArticle","2025","Méndez-Naya, Luciano","Delegation and strategic altruism: A theoretical approach","Mathematical Social Sciences","","0165-4896","https://doi.org/10.1016/j.mathsocsci.2025.102465","https://www.sciencedirect.com/science/article/pii/S0165489625000800","In this paper we introduce two refinements of Nash equilibria for extensive form games: the quasi-stable equilibrium and the stable equilibrium. We then introduce the general strategic game with delegates and study new solutions in that context. We apply the new solution concepts to symmetric n-player games in which each player has two strategies. The main conclusion is that, in the prisoner’s dilemma, if the punishment payoff is sufficient, both players obtain the cooperative payoff when they choose strategically altruistic delegates.","2025","2025-11-04 09:41:49","2025-11-04 09:41:49","","102465","","","138","","","","","","","","","","","","","","","","","","","","","Altruism; Delegates; Equilibrium; Games","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L7DUN9AN","journalArticle","2023","Di, Changyan; Zhou, Qingguo; Shen, Jun; Wang, Jinqiang; Zhou, Rui; Wang, Tianyi","The coupling effect between the environment and strategies drives the emergence of group cooperation","Chaos, Solitons & Fractals","","0960-0779","https://doi.org/10.1016/j.chaos.2023.114138","https://www.sciencedirect.com/science/article/pii/S0960077923010391","The emergence of cooperation is a central issue in understanding collective behavior and evolution. The eco-evolutionary game model introduces a human–environment coupling mechanism, revealing that the feedback between strategies and the relevant environment is a key element in sustaining long-term cooperation. Previous theoretical studies have observed periodic oscillations between cooperative and defective actions under certain conditions. However, such investigations assume cooperators hold a benefit advantage over defectors, which does not fundamentally illuminate how cooperation emerges. Our paper emphasizes that understanding this issue requires considering inherent human memory characteristics. We refine the eco-evolutionary game model using reinforcement learning, constructing a multi-agent system that couples environment and memory-based decision-making. Comprehensive analyses encompass collective and individual perspectives. Our findings show that with the memory mechanism, oscillations between collective cooperation and defection can still occur, even if defection remains a strict Nash equilibrium. Cooperation emerges from the group’s random exploratory actions in depleted environments, altering the environment’s trends. A positive feedback loop forms among the environment, individual rewards, and actions, stabilizing cooperation as a favorable individual strategy at that point. However, established group cooperation leads individuals seeking optimal behavior to transition from cooperators to defectors through exploration, resulting in cooperation collapse. Subsequently, the memory mechanism reengages, diluting defectors’ expected payoffs and initiating a new round of exploratory behavior within the group. Our results unveil the micro-level mechanisms driving cyclic oscillations, enhancing our understanding of the environment-strategy interplay.","2023","2025-11-04 09:41:49","2025-11-04 09:41:49","","114138","","","176","","","","","","","","","","","","","","","","","","","","","Eco-evolutionary game; Emergence of cooperation; Reinforcement learning; Social dilemma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6LBK744Y","journalArticle","2016","Albrecht, Stefano V.; Crandall, Jacob W.; Ramamoorthy, Subramanian","Belief and truth in hypothesised behaviours","Artificial Intelligence","","0004-3702","https://doi.org/10.1016/j.artint.2016.02.004","https://www.sciencedirect.com/science/article/pii/S0004370216300236","There is a long history in game theory on the topic of Bayesian or “rational” learning, in which each player maintains beliefs over a set of alternative behaviours, or types, for the other players. This idea has gained increasing interest in the artificial intelligence (AI) community, where it is used as a method to control a single agent in a system composed of multiple agents with unknown behaviours. The idea is to hypothesise a set of types, each specifying a possible behaviour for the other agents, and to plan our own actions with respect to those types which we believe are most likely, given the observed actions of the agents. The game theory literature studies this idea primarily in the context of equilibrium attainment. In contrast, many AI applications have a focus on task completion and payoff maximisation. With this perspective in mind, we identify and address a spectrum of questions pertaining to belief and truth in hypothesised types. We formulate three basic ways to incorporate evidence into posterior beliefs and show when the resulting beliefs are correct, and when they may fail to be correct. Moreover, we demonstrate that prior beliefs can have a significant impact on our ability to maximise payoffs in the long-term, and that they can be computed automatically with consistent performance effects. Furthermore, we analyse the conditions under which we are able complete our task optimally, despite inaccuracies in the hypothesised types. Finally, we show how the correctness of hypothesised types can be ascertained during the interaction via an automated statistical analysis.","2016","2025-11-04 09:41:49","2025-11-04 09:41:49","","63-94","","","235","","","","","","","","","","","","","","","","","","","","","Autonomous agents; Game theory; Multiagent systems; Type-based method","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
